Trade(buyOrderId=BUY-1763965650528-006499, sellOrderId=SELL-1763965655403-007276, tradeType=FOREX, price=2.47, quantity=411, timestamp=1766466004608)
Trade(buyOrderId=BUY-1763965650520-001033, sellOrderId=SELL-1763965655393-001887, tradeType=FOREX, price=2.74, quantity=99, timestamp=1766466030329)
Trade(buyOrderId=BUY-1763965650520-001033, sellOrderId=SELL-1763965655397-003716, tradeType=FOREX, price=1.74, quantity=185, timestamp=1766466030330)
Trade(buyOrderId=BUY-1763965650525-003904, sellOrderId=SELL-1763965655397-003716, tradeType=FOREX, price=1.74, quantity=235, timestamp=1766466030330)
Trade(buyOrderId=BUY-1763965650524-003310, sellOrderId=SELL-1763965655390-000093, tradeType=EQUITY, price=150.0, quantity=53, timestamp=1766466030331)
Trade(buyOrderId=BUY-1763965650523-002597, sellOrderId=SELL-1763965655390-000093, tradeType=EQUITY, price=150.0, quantity=1, timestamp=1766466030332)
Trade(buyOrderId=BUY-1763965650523-002597, sellOrderId=SELL-1763965655402-006587, tradeType=EQUITY, price=176.12, quantity=171, timestamp=1766466030332)
Trade(buyOrderId=BUY-1763965650526-004505, sellOrderId=SELL-1763965655402-006587, tradeType=EQUITY, price=176.12, quantity=128, timestamp=1766466030333)
Trade(buyOrderId=BUY-1763965650528-006271, sellOrderId=SELL-1763965655401-006114, tradeType=CRYPTO, price=700.37, quantity=2, timestamp=1766466030334)
Trade(buyOrderId=BUY-1763965650523-002334, sellOrderId=SELL-1763965655401-006114, tradeType=CRYPTO, price=700.37, quantity=5, timestamp=1766466030334)
Trade(buyOrderId=BUY-1763965650524-003411, sellOrderId=SELL-1763965655401-006114, tradeType=CRYPTO, price=700.37, quantity=12, timestamp=1766466030335)
Trade(buyOrderId=BUY-1763965650522-002102, sellOrderId=SELL-1763965655401-006114, tradeType=CRYPTO, price=700.37, quantity=13, timestamp=1766466030335)
Trade(buyOrderId=BUY-1763965650525-003904, sellOrderId=SELL-1763965655395-002925, tradeType=FOREX, price=3.52, quantity=35, timestamp=1766466030336)
Trade(buyOrderId=BUY-1763965650525-003904, sellOrderId=SELL-1763965655403-007015, tradeType=FOREX, price=5.01, quantity=58, timestamp=1766466030338)
Trade(buyOrderId=BUY-1763965650526-004870, sellOrderId=SELL-1763965655403-007015, tradeType=FOREX, price=5.01, quantity=388, timestamp=1766466030338)
Trade(buyOrderId=BUY-1763965650526-004859, sellOrderId=SELL-1763965655403-007015, tradeType=FOREX, price=5.01, quantity=98, timestamp=1766466030339)
Trade(buyOrderId=BUY-1763965650522-002042, sellOrderId=SELL-1763965655403-007015, tradeType=FOREX, price=5.01, quantity=167, timestamp=1766466030339)
Trade(buyOrderId=BUY-1763965650525-003903, sellOrderId=SELL-1763965655403-007015, tradeType=FOREX, price=5.01, quantity=98, timestamp=1766466030340)
Trade(buyOrderId=BUY-1763965650526-004505, sellOrderId=SELL-1763965655392-001049, tradeType=EQUITY, price=129.35, quantity=32, timestamp=1766466030341)
Trade(buyOrderId=BUY-1763965650522-001916, sellOrderId=SELL-1763965655392-001049, tradeType=EQUITY, price=129.35, quantity=44, timestamp=1766466030341)
Trade(buyOrderId=BUY-1763965650524-003066, sellOrderId=SELL-1763965655392-001049, tradeType=EQUITY, price=129.35, quantity=19, timestamp=1766466030342)
Trade(buyOrderId=BUY-1763965650525-003903, sellOrderId=SELL-1763965655396-003070, tradeType=FOREX, price=1.28, quantity=466, timestamp=1766466030343)
Trade(buyOrderId=BUY-1763965650527-005514, sellOrderId=SELL-1763965655396-003070, tradeType=FOREX, price=1.28, quantity=396, timestamp=1766466030343)
Trade(buyOrderId=BUY-1763965650524-003066, sellOrderId=SELL-1763965655400-005554, tradeType=EQUITY, price=252.76, quantity=219, timestamp=1766466030344)
Trade(buyOrderId=BUY-1763965650526-004973, sellOrderId=SELL-1763965655400-005554, tradeType=EQUITY, price=252.76, quantity=99, timestamp=1766466030345)
Trade(buyOrderId=BUY-1763965650522-001690, sellOrderId=SELL-1763965655393-001711, tradeType=CRYPTO, price=1749.67, quantity=11, timestamp=1766466030345)
Trade(buyOrderId=BUY-1763965650521-001493, sellOrderId=SELL-1763965655393-001711, tradeType=CRYPTO, price=1749.67, quantity=4, timestamp=1766466030345)
Trade(buyOrderId=BUY-1763965650527-005681, sellOrderId=SELL-1763965655393-001711, tradeType=CRYPTO, price=1749.67, quantity=7, timestamp=1766466030347)
Trade(buyOrderId=BUY-1763965650525-003985, sellOrderId=SELL-1763965655393-001711, tradeType=CRYPTO, price=1749.67, quantity=2, timestamp=1766466030348)
Trade(buyOrderId=BUY-1763965650527-005514, sellOrderId=SELL-1763965655395-002557, tradeType=FOREX, price=1.45, quantity=12, timestamp=1766466030349)
Trade(buyOrderId=BUY-1763965650527-005514, sellOrderId=SELL-1763965655392-001376, tradeType=FOREX, price=7.99, quantity=191, timestamp=1766466030349)
Trade(buyOrderId=BUY-1763965650526-004554, sellOrderId=SELL-1763965655392-001376, tradeType=FOREX, price=7.99, quantity=126, timestamp=1766466030350)
Trade(buyOrderId=BUY-1763965650526-004554, sellOrderId=SELL-1763965655393-001544, tradeType=FOREX, price=8.54, quantity=206, timestamp=1766466030351)
Trade(buyOrderId=BUY-1763965650525-003985, sellOrderId=SELL-1763965655402-006484, tradeType=CRYPTO, price=1605.37, quantity=2, timestamp=1766466030351)
Trade(buyOrderId=BUY-1763965650529-006768, sellOrderId=SELL-1763965655402-006484, tradeType=CRYPTO, price=1605.37, quantity=16, timestamp=1766466030352)
Trade(buyOrderId=BUY-1763965650528-006390, sellOrderId=SELL-1763965655402-006484, tradeType=CRYPTO, price=1605.37, quantity=1, timestamp=1766466030352)
Trade(buyOrderId=BUY-1763965650528-006390, sellOrderId=SELL-1763965655403-007211, tradeType=CRYPTO, price=1245.67, quantity=6, timestamp=1766466030353)
Trade(buyOrderId=BUY-1763965650524-003406, sellOrderId=SELL-1763965655403-007211, tradeType=CRYPTO, price=1245.67, quantity=10, timestamp=1766466030354)
Trade(buyOrderId=BUY-1763965650521-001296, sellOrderId=SELL-1763965655403-007211, tradeType=CRYPTO, price=1245.67, quantity=11, timestamp=1766466030354)
Trade(buyOrderId=BUY-1763965650526-004554, sellOrderId=SELL-1763965655393-001660, tradeType=FOREX, price=1.43, quantity=126, timestamp=1766466030355)
Trade(buyOrderId=BUY-1763965650526-004452, sellOrderId=SELL-1763965655393-001660, tradeType=FOREX, price=1.43, quantity=313, timestamp=1766466030355)
Trade(buyOrderId=BUY-1763965650528-006532, sellOrderId=SELL-1763965655393-001660, tradeType=FOREX, price=1.43, quantity=398, timestamp=1766466030356)
Trade(buyOrderId=BUY-1763965650528-006532, sellOrderId=SELL-1763965655402-006734, tradeType=FOREX, price=3.61, quantity=419, timestamp=1766466030357)
Trade(buyOrderId=BUY-1763965650528-006532, sellOrderId=SELL-1763965655395-002658, tradeType=FOREX, price=1.27, quantity=169, timestamp=1766466030357)
Trade(buyOrderId=BUY-1763965650522-001701, sellOrderId=SELL-1763965655395-002658, tradeType=FOREX, price=1.27, quantity=376, timestamp=1766466030358)
Trade(buyOrderId=BUY-1763965650523-002391, sellOrderId=SELL-1763965655395-002658, tradeType=FOREX, price=1.27, quantity=105, timestamp=1766466030358)
Trade(buyOrderId=BUY-1763965650527-005405, sellOrderId=SELL-1763965655395-002658, tradeType=FOREX, price=1.27, quantity=175, timestamp=1766466030359)
Trade(buyOrderId=BUY-1763965650529-007361, sellOrderId=SELL-1763965655403-006990, tradeType=CRYPTO, price=1726.16, quantity=8, timestamp=1766466030360)
Trade(buyOrderId=BUY-1763965650522-001928, sellOrderId=SELL-1763965655403-006990, tradeType=CRYPTO, price=1726.16, quantity=17, timestamp=1766466030360)
Trade(buyOrderId=BUY-1763965650526-004973, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=24, timestamp=1766466030361)
Trade(buyOrderId=BUY-1763965650520-000748, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=178, timestamp=1766466030362)
Trade(buyOrderId=BUY-1763965650527-005753, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=52, timestamp=1766466030363)
Trade(buyOrderId=BUY-1763965650528-005887, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=99, timestamp=1766466030363)
Trade(buyOrderId=BUY-1763965650525-004015, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=244, timestamp=1766466030363)
Trade(buyOrderId=BUY-1763965650523-002884, sellOrderId=SELL-1763965655398-004182, tradeType=EQUITY, price=151.4, quantity=11, timestamp=1766466030364)
Trade(buyOrderId=BUY-1763965650522-001928, sellOrderId=SELL-1763965655402-006804, tradeType=CRYPTO, price=729.79, quantity=1, timestamp=1766466030365)
Trade(buyOrderId=BUY-1763965650527-005763, sellOrderId=SELL-1763965655402-006804, tradeType=CRYPTO, price=729.79, quantity=14, timestamp=1766466030365)
Trade(buyOrderId=BUY-1763965650520-001025, sellOrderId=SELL-1763965655402-006804, tradeType=CRYPTO, price=729.79, quantity=11, timestamp=1766466030366)
Trade(buyOrderId=BUY-1763965650524-003609, sellOrderId=SELL-1763965655402-006804, tradeType=CRYPTO, price=729.79, quantity=11, timestamp=1766466030367)
Trade(buyOrderId=BUY-1763965650521-001157, sellOrderId=SELL-1763965655402-006804, tradeType=CRYPTO, price=729.79, quantity=14, timestamp=1766466030367)
Trade(buyOrderId=BUY-1763965650527-005405, sellOrderId=SELL-1763965655402-006355, tradeType=FOREX, price=2.13, quantity=75, timestamp=1766466030368)
Trade(buyOrderId=BUY-1763965650520-000965, sellOrderId=SELL-1763965655402-006355, tradeType=FOREX, price=2.13, quantity=249, timestamp=1766466030368)
Trade(buyOrderId=BUY-1763965650522-002091, sellOrderId=SELL-1763965655402-006355, tradeType=FOREX, price=2.13, quantity=103, timestamp=1766466030369)
Trade(buyOrderId=BUY-1763965650521-001447, sellOrderId=SELL-1763965655402-006355, tradeType=FOREX, price=2.13, quantity=32, timestamp=1766466030370)
Trade(buyOrderId=BUY-1763965650523-002764, sellOrderId=SELL-1763965655402-006355, tradeType=FOREX, price=2.13, quantity=133, timestamp=1766466030370)
Trade(buyOrderId=BUY-1763965650523-002764, sellOrderId=SELL-1763965655392-001199, tradeType=FOREX, price=5.2, quantity=439, timestamp=1766466030371)
Trade(buyOrderId=BUY-1763965650524-003020, sellOrderId=SELL-1763965655392-001199, tradeType=FOREX, price=5.2, quantity=227, timestamp=1766466030371)
Trade(buyOrderId=BUY-1763965650523-002884, sellOrderId=SELL-1763965655402-006466, tradeType=EQUITY, price=65.95, quantity=90, timestamp=1766466030372)
Trade(buyOrderId=BUY-1763965650525-003792, sellOrderId=SELL-1763965655402-006466, tradeType=EQUITY, price=65.95, quantity=204, timestamp=1766466030373)
Trade(buyOrderId=BUY-1763965650529-007468, sellOrderId=SELL-1763965655402-006466, tradeType=EQUITY, price=65.95, quantity=9, timestamp=1766466030373)
Trade(buyOrderId=BUY-1763965650526-004765, sellOrderId=SELL-1763965655402-006466, tradeType=EQUITY, price=65.95, quantity=110, timestamp=1766466030374)
Trade(buyOrderId=BUY-1763965650524-003020, sellOrderId=SELL-1763965655393-001700, tradeType=FOREX, price=5.71, quantity=161, timestamp=1766466030375)
Trade(buyOrderId=BUY-1763965650526-004709, sellOrderId=SELL-1763965655393-001700, tradeType=FOREX, price=5.71, quantity=137, timestamp=1766466030375)
Trade(buyOrderId=BUY-1763965650526-004765, sellOrderId=SELL-1763965655393-001487, tradeType=EQUITY, price=221.41, quantity=141, timestamp=1766466030376)
Trade(buyOrderId=BUY-1763965650526-004765, sellOrderId=SELL-1763965655396-003461, tradeType=EQUITY, price=240.0, quantity=16, timestamp=1766466030377)
Trade(buyOrderId=BUY-1763965650522-002005, sellOrderId=SELL-1763965655396-003461, tradeType=EQUITY, price=240.0, quantity=112, timestamp=1766466030378)
Trade(buyOrderId=BUY-1763965650526-005002, sellOrderId=SELL-1763965655396-003461, tradeType=EQUITY, price=240.0, quantity=14, timestamp=1766466030378)
Trade(buyOrderId=BUY-1763965650521-001157, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=3, timestamp=1766466030379)
Trade(buyOrderId=BUY-1763965650528-006091, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=7, timestamp=1766466030380)
Trade(buyOrderId=BUY-1763965650521-001371, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=5, timestamp=1766466030381)
Trade(buyOrderId=BUY-1763965650528-005958, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=17, timestamp=1766466030381)
Trade(buyOrderId=BUY-1763965650527-005580, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=7, timestamp=1766466030382)
Trade(buyOrderId=BUY-1763965650521-001525, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=1, timestamp=1766466030382)
Trade(buyOrderId=BUY-1763965650520-001000, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=8, timestamp=1766466030383)
Trade(buyOrderId=BUY-1763965650524-003602, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=4, timestamp=1766466030384)
Trade(buyOrderId=BUY-1763965650525-003776, sellOrderId=SELL-1763965655398-004459, tradeType=CRYPTO, price=714.85, quantity=1, timestamp=1766466030384)
Trade(buyOrderId=BUY-1763965650526-004709, sellOrderId=SELL-1763965655401-005776, tradeType=FOREX, price=3.8, quantity=648, timestamp=1766466030385)
Trade(buyOrderId=BUY-1763965650526-004772, sellOrderId=SELL-1763965655401-005776, tradeType=FOREX, price=3.8, quantity=199, timestamp=1766466030385)
Trade(buyOrderId=BUY-1763965650526-004772, sellOrderId=SELL-1763965655395-002695, tradeType=FOREX, price=4.83, quantity=654, timestamp=1766466030386)
Trade(buyOrderId=BUY-1763965650528-006629, sellOrderId=SELL-1763965655395-002695, tradeType=FOREX, price=4.83, quantity=249, timestamp=1766466030386)
Trade(buyOrderId=BUY-1763965650526-005002, sellOrderId=SELL-1763965655394-002341, tradeType=EQUITY, price=194.02, quantity=182, timestamp=1766466030387)
Trade(buyOrderId=BUY-1763965650521-001177, sellOrderId=SELL-1763965655394-002341, tradeType=EQUITY, price=194.02, quantity=97, timestamp=1766466030387)
Trade(buyOrderId=BUY-1763965650521-001177, sellOrderId=SELL-1763965655392-001041, tradeType=EQUITY, price=214.5, quantity=14, timestamp=1766466030388)
Trade(buyOrderId=BUY-1763965650529-007022, sellOrderId=SELL-1763965655392-001041, tradeType=EQUITY, price=214.5, quantity=220, timestamp=1766466030389)
Trade(buyOrderId=BUY-1763965650525-003776, sellOrderId=SELL-1763965655401-006293, tradeType=CRYPTO, price=2338.06, quantity=5, timestamp=1766466030389)
Trade(buyOrderId=BUY-1763965650528-006629, sellOrderId=SELL-1763965655392-001293, tradeType=FOREX, price=4.97, quantity=216, timestamp=1766466030390)
Trade(buyOrderId=BUY-1763965650526-004566, sellOrderId=SELL-1763965655392-001293, tradeType=FOREX, price=4.97, quantity=376, timestamp=1766466030391)
Trade(buyOrderId=BUY-1763965650529-007022, sellOrderId=SELL-1763965655395-002861, tradeType=EQUITY, price=197.22, quantity=42, timestamp=1766466030392)
Trade(buyOrderId=BUY-1763965650526-004647, sellOrderId=SELL-1763965655395-002861, tradeType=EQUITY, price=197.22, quantity=54, timestamp=1766466030392)
Trade(buyOrderId=BUY-1763965650528-005898, sellOrderId=SELL-1763965655395-002861, tradeType=EQUITY, price=197.22, quantity=55, timestamp=1766466030393)
Trade(buyOrderId=BUY-1763965650526-004566, sellOrderId=SELL-1763965655393-001681, tradeType=FOREX, price=3.25, quantity=21, timestamp=1766466030394)
Trade(buyOrderId=BUY-1763965650527-005723, sellOrderId=SELL-1763965655393-001681, tradeType=FOREX, price=3.25, quantity=656, timestamp=1766466030394)
Trade(buyOrderId=BUY-1763965650528-006004, sellOrderId=SELL-1763965655393-001681, tradeType=FOREX, price=3.25, quantity=209, timestamp=1766466030395)
Trade(buyOrderId=BUY-1763965650528-006004, sellOrderId=SELL-1763965655403-007206, tradeType=FOREX, price=3.72, quantity=375, timestamp=1766466030396)
Trade(buyOrderId=BUY-1763965650528-005845, sellOrderId=SELL-1763965655403-007206, tradeType=FOREX, price=3.72, quantity=312, timestamp=1766466030397)
Trade(buyOrderId=BUY-1763965650520-000997, sellOrderId=SELL-1763965655403-007206, tradeType=FOREX, price=3.72, quantity=92, timestamp=1766466030397)
Trade(buyOrderId=BUY-1763965650520-000997, sellOrderId=SELL-1763965655392-001296, tradeType=FOREX, price=5.0, quantity=62, timestamp=1766466030398)
Trade(buyOrderId=BUY-1763965650520-000997, sellOrderId=SELL-1763965655393-001840, tradeType=FOREX, price=8.55, quantity=816, timestamp=1766466030399)
Trade(buyOrderId=BUY-1763965650522-002245, sellOrderId=SELL-1763965655393-001840, tradeType=FOREX, price=8.55, quantity=16, timestamp=1766466030399)
Trade(buyOrderId=BUY-1763965650522-002245, sellOrderId=SELL-1763965655393-001748, tradeType=FOREX, price=4.44, quantity=1, timestamp=1766466030399)
Trade(buyOrderId=BUY-1763965650522-002245, sellOrderId=SELL-1763965655397-003511, tradeType=FOREX, price=7.36, quantity=813, timestamp=1766466030400)
Trade(buyOrderId=BUY-1763965650524-003414, sellOrderId=SELL-1763965655397-003511, tradeType=FOREX, price=7.36, quantity=92, timestamp=1766466030401)
Trade(buyOrderId=BUY-1763965650528-005898, sellOrderId=SELL-1763965655390-000049, tradeType=EQUITY, price=150.0, quantity=27, timestamp=1766466030401)
Trade(buyOrderId=BUY-1763965650528-005898, sellOrderId=SELL-1763965655394-001967, tradeType=EQUITY, price=210.94, quantity=89, timestamp=1766466030402)
Trade(buyOrderId=BUY-1763965650527-005368, sellOrderId=SELL-1763965655394-001967, tradeType=EQUITY, price=210.94, quantity=118, timestamp=1766466030402)
Trade(buyOrderId=BUY-1763965650529-007192, sellOrderId=SELL-1763965655394-001967, tradeType=EQUITY, price=210.94, quantity=144, timestamp=1766466030403)
Trade(buyOrderId=BUY-1763965650524-003414, sellOrderId=SELL-1763965655402-006724, tradeType=FOREX, price=4.06, quantity=407, timestamp=1766466030403)
Trade(buyOrderId=BUY-1763965650526-004606, sellOrderId=SELL-1763965655402-006724, tradeType=FOREX, price=4.06, quantity=3, timestamp=1766466030404)
Trade(buyOrderId=BUY-1763965650526-004606, sellOrderId=SELL-1763965655400-005413, tradeType=FOREX, price=3.9, quantity=796, timestamp=1766466030405)
Trade(buyOrderId=BUY-1763965650522-001682, sellOrderId=SELL-1763965655400-005413, tradeType=FOREX, price=3.9, quantity=193, timestamp=1766466030406)
Trade(buyOrderId=BUY-1763965650528-006084, sellOrderId=SELL-1763965655402-006821, tradeType=CRYPTO, price=1834.49, quantity=2, timestamp=1766466030406)
Trade(buyOrderId=BUY-1763965650524-003429, sellOrderId=SELL-1763965655402-006821, tradeType=CRYPTO, price=1834.49, quantity=12, timestamp=1766466030407)
Trade(buyOrderId=BUY-1763965650524-003566, sellOrderId=SELL-1763965655402-006821, tradeType=CRYPTO, price=1834.49, quantity=8, timestamp=1766466030408)
Trade(buyOrderId=BUY-1763965650527-005586, sellOrderId=SELL-1763965655402-006821, tradeType=CRYPTO, price=1834.49, quantity=1, timestamp=1766466030408)
Trade(buyOrderId=BUY-1763965650521-001292, sellOrderId=SELL-1763965655402-006821, tradeType=CRYPTO, price=1834.49, quantity=3, timestamp=1766466030409)
Trade(buyOrderId=BUY-1763965650522-001682, sellOrderId=SELL-1763965655396-003356, tradeType=FOREX, price=6.76, quantity=146, timestamp=1766466030410)
Trade(buyOrderId=BUY-1763965650522-001682, sellOrderId=SELL-1763965655395-002888, tradeType=FOREX, price=1.85, quantity=418, timestamp=1766466030410)
Trade(buyOrderId=BUY-1763965650524-003243, sellOrderId=SELL-1763965655395-002888, tradeType=FOREX, price=1.85, quantity=385, timestamp=1766466030411)
Trade(buyOrderId=BUY-1763965650524-003243, sellOrderId=SELL-1763965655397-003720, tradeType=FOREX, price=3.63, quantity=51, timestamp=1766466030412)
Trade(buyOrderId=BUY-1763965650528-006604, sellOrderId=SELL-1763965655397-003720, tradeType=FOREX, price=3.63, quantity=621, timestamp=1766466030412)
Trade(buyOrderId=BUY-1763965650529-007115, sellOrderId=SELL-1763965655397-003720, tradeType=FOREX, price=3.63, quantity=140, timestamp=1766466030413)
Trade(buyOrderId=BUY-1763965650529-007192, sellOrderId=SELL-1763965655393-001909, tradeType=EQUITY, price=225.19, quantity=28, timestamp=1766466030414)
Trade(buyOrderId=BUY-1763965650527-005337, sellOrderId=SELL-1763965655393-001909, tradeType=EQUITY, price=225.19, quantity=92, timestamp=1766466030414)
Trade(buyOrderId=BUY-1763965650529-007115, sellOrderId=SELL-1763965655396-003132, tradeType=FOREX, price=1.2, quantity=343, timestamp=1766466030415)
Trade(buyOrderId=BUY-1763965650527-005337, sellOrderId=SELL-1763965655400-005620, tradeType=EQUITY, price=331.39, quantity=76, timestamp=1766466030416)
Trade(buyOrderId=BUY-1763965650525-004194, sellOrderId=SELL-1763965655400-005620, tradeType=EQUITY, price=331.39, quantity=81, timestamp=1766466030416)
Trade(buyOrderId=BUY-1763965650525-004194, sellOrderId=SELL-1763965655390-000135, tradeType=EQUITY, price=250.0, quantity=18, timestamp=1766466030417)
Trade(buyOrderId=BUY-1763965650529-007115, sellOrderId=SELL-1763965655396-003377, tradeType=FOREX, price=7.99, quantity=185, timestamp=1766466030417)
Trade(buyOrderId=BUY-1763965650521-001513, sellOrderId=SELL-1763965655396-003377, tradeType=FOREX, price=7.99, quantity=244, timestamp=1766466030418)
Trade(buyOrderId=BUY-1763965650524-003526, sellOrderId=SELL-1763965655396-003377, tradeType=FOREX, price=7.99, quantity=155, timestamp=1766466030419)
Trade(buyOrderId=BUY-1763965650521-001292, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=3, timestamp=1766466030419)
Trade(buyOrderId=BUY-1763965650521-001407, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=7, timestamp=1766466030420)
Trade(buyOrderId=BUY-1763965650528-006040, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=4, timestamp=1766466030420)
Trade(buyOrderId=BUY-1763965650524-003059, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=11, timestamp=1766466030421)
Trade(buyOrderId=BUY-1763965650522-001787, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=10, timestamp=1766466030421)
Trade(buyOrderId=BUY-1763965650527-005224, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=1, timestamp=1766466030422)
Trade(buyOrderId=BUY-1763965650526-004493, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=5, timestamp=1766466030422)
Trade(buyOrderId=BUY-1763965650522-001659, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=3, timestamp=1766466030423)
Trade(buyOrderId=BUY-1763965650524-003088, sellOrderId=SELL-1763965655399-005089, tradeType=CRYPTO, price=580.16, quantity=3, timestamp=1766466030423)
Trade(buyOrderId=BUY-1763965650525-004194, sellOrderId=SELL-1763965655396-003104, tradeType=EQUITY, price=287.4, quantity=60, timestamp=1766466030424)
Trade(buyOrderId=BUY-1763965650524-003088, sellOrderId=SELL-1763965655395-002760, tradeType=CRYPTO, price=723.9, quantity=1, timestamp=1766466030425)
Trade(buyOrderId=BUY-1763965650524-003526, sellOrderId=SELL-1763965655402-006345, tradeType=FOREX, price=6.87, quantity=52, timestamp=1766466030425)
Trade(buyOrderId=BUY-1763965650524-003526, sellOrderId=SELL-1763965655390-000363, tradeType=FOREX, price=3.0, quantity=108, timestamp=1766466030426)
Trade(buyOrderId=BUY-1763965650524-003088, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=13, timestamp=1766466030427)
Trade(buyOrderId=BUY-1763965650527-005772, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=11, timestamp=1766466030427)
Trade(buyOrderId=BUY-1763965650528-005965, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=15, timestamp=1766466030428)
Trade(buyOrderId=BUY-1763965650523-002794, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=5, timestamp=1766466030428)
Trade(buyOrderId=BUY-1763965650521-001575, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=9, timestamp=1766466030429)
Trade(buyOrderId=BUY-1763965650526-004589, sellOrderId=SELL-1763965655397-003759, tradeType=CRYPTO, price=522.53, quantity=5, timestamp=1766466030430)
Trade(buyOrderId=BUY-1763965650525-004194, sellOrderId=SELL-1763965655390-000381, tradeType=EQUITY, price=200.0, quantity=64, timestamp=1766466030430)
Trade(buyOrderId=BUY-1763965650520-000816, sellOrderId=SELL-1763965655390-000381, tradeType=EQUITY, price=200.0, quantity=28, timestamp=1766466030432)
Trade(buyOrderId=BUY-1763965650526-004589, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=6, timestamp=1766466030432)
Trade(buyOrderId=BUY-1763965650524-003275, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=6, timestamp=1766466030432)
Trade(buyOrderId=BUY-1763965650529-006717, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=12, timestamp=1766466030433)
Trade(buyOrderId=BUY-1763965650529-006871, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=5, timestamp=1766466030434)
Trade(buyOrderId=BUY-1763965650529-006876, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=3, timestamp=1766466030434)
Trade(buyOrderId=BUY-1763965650528-005934, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=5, timestamp=1766466030435)
Trade(buyOrderId=BUY-1763965650521-001423, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=8, timestamp=1766466030435)
Trade(buyOrderId=BUY-1763965650524-003035, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=16, timestamp=1766466030436)
Trade(buyOrderId=BUY-1763965650522-002247, sellOrderId=SELL-1763965655402-006675, tradeType=CRYPTO, price=570.82, quantity=1, timestamp=1766466030437)
Trade(buyOrderId=BUY-1763965650522-002247, sellOrderId=SELL-1763965655397-003606, tradeType=CRYPTO, price=2387.28, quantity=8, timestamp=1766466030438)
Trade(buyOrderId=BUY-1763965650524-003526, sellOrderId=SELL-1763965655396-003375, tradeType=FOREX, price=3.87, quantity=284, timestamp=1766466030438)
Trade(buyOrderId=BUY-1763965650528-006253, sellOrderId=SELL-1763965655396-003375, tradeType=FOREX, price=3.87, quantity=32, timestamp=1766466030439)
Trade(buyOrderId=BUY-1763965650520-000816, sellOrderId=SELL-1763965655400-005152, tradeType=EQUITY, price=217.99, quantity=142, timestamp=1766466030440)
Trade(buyOrderId=BUY-1763965650529-007370, sellOrderId=SELL-1763965655400-005152, tradeType=EQUITY, price=217.99, quantity=29, timestamp=1766466030440)
Trade(buyOrderId=BUY-1763965650522-001945, sellOrderId=SELL-1763965655400-005152, tradeType=EQUITY, price=217.99, quantity=77, timestamp=1766466030441)
Trade(buyOrderId=BUY-1763965650528-006253, sellOrderId=SELL-1763965655399-004702, tradeType=FOREX, price=3.12, quantity=378, timestamp=1766466030442)
